"","Domain","Phylum","Class","Order","Family","Genus","Species"
"8608f4cc9def6cf5eb547519d79435b6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenellaceae_R-7_group",NA
"8e5f56033cc67db2ca3a2fcdc2d76414","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_vadinBB60_group"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"1365074de1f60b59639bb545c3db47bd","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_vadinBB60_group"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"68b8d8b70d6efe876076374ae605052d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_vadinBB60_group"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"402528400e8becd78010768ddd5d25a9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Clostridia_vadinBB60_group"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"e36a3c8b59f941572f18081aeddd5e14","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"4fc5ef33e0fa582b26ea089ee3638fd0","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"899f8e1730e3b28e129c76bf3f13250a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"35fd2dfa00ac23ecb7737053e471797e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"bc4b011208dcf477a783beb4bb08c73c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"d2f28582d237cd04368d365537e7ecf1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"f6f36bd211c1879003bacdeda62f91e1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"d8a224dbba6d5b2424e696591f9ea9f2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"787abc1761384132ea412388c96f143c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"8d2a7ce5aec6b91c0ebc11721c62598a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"06fd082ed3ba0ba231fd556c1f618efb","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptococcales"," f__Peptococcaceae"," g__Incertae_Sedis",NA
"066ffc8b9783216d18abef5dbb4c88ca","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"43236100d74d4ca1eb781387ebe016ab","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"d6f74257d6704beefc651eb20d7bcac3","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"7b515de0a1238d3fbe10141700f483e4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"c1ce904c4d66232553c8180c3b1c29cc","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"9e6589874800d521b8afd27fd7d69ec3","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"02367c616ab78780188b3edf821b8a03","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"3c9c1d24564b0148549e438596e73212","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"23fb0fda11837459c4401a22697630e4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"8c73370ac7b63a94ce887a4fe0f95539","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"26106fc1568583f5ff7631b9ebe17ab1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"2657fc60d98ee1cbc600e503de897fae","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"4f5c0616370dcfb16856ff12d4970bdd","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"5d613f32e930a919918e3058be3646f2","d__Bacteria"," p__Bacillota"," c__Clostridia",NA,NA,NA,NA
"ae9fa306a6652144f57eb00113b91122","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"0fedc2c2331f47d449282cecd4a371eb","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"00b579d38fda935e0ec49078ed82a25f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"dcad31fc0eef241e1e38e36c9f4ba9bc","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"4c7e939c43725b76e020452af8b32ac2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"699913be41bb8e0253dcbfa042984047","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"09ae4ee80ee6673292972a4ba6b8669f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"d8e82025787ce37d249834e77593d285","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"856f290e8f26b4082b58bb4bebc4f562","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"adb6158c7dc7a7a4b3725f337304879c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"9a5bd4aa12cdd9b5d0e9ca069159da5e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"35e50d9e1a0541a61be9c0cf0120489c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenella",NA
"e090f10209ef7dc25b5b56e2cfb89484","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenella",NA
"423b22b6859600abae7ed640d311492c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenella",NA
"1a5b4c180fcfd226ae5b1d5245cdd727","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenella",NA
"c3f22bc7bae384b208f94ce142358dd9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenella",NA
"8de7e8bf93a4574c6a1fffd359b17cc4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenella",NA
"d20a3d8a3207924d5518cd01cef20a6c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenella",NA
"ddca4fc5c90a61a5bf2f673fbbe1b6f8","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenella",NA
"79d837d6f7b381e0b10331de995bd919","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenella",NA
"4ed833010ed363cc8b27955a5f375b9e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenella",NA
"8b4623eaea62516f2b6a3bb4e7262009","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"ed6814246c0adf3fa9677dceac692022","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Negativibacillus",NA
"5fd8c3848dee0ba7c6670b135000029f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"544832a173439c2103c13f88e09fc07e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"eaaac157d4291492ab81c75a7f99f30d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"a8f47f481b9f719062e6b4b9f1365495","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Hydrogenoanaerobacterium",NA
"396144d3d4da70169cc409f8e5c34390","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Negativibacillus",NA
"c557840aa8b62f9e89c8a2eb0fcbbb14","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Angelakisella",NA
"c191ef53376faee57a159de483ea9540","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Angelakisella",NA
"b1c8cb46747224fa7874b9c043418ae6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"04b16e9fee78db2a46cbe563d52bee42","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Hydrogenoanaerobacterium",NA
"ec2a8d37aab1b10419d75522233edf70","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"29f333050760369f4da200db1fb846a7","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Hydrogenoanaerobacterium",NA
"a563f7305ed081974c6c183fc6b43a54","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Hydrogenoanaerobacterium",NA
"3867aa1b88901772fd6e14ee9b738b61","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"1973a5d322970df7cd0feeb3d6e0dc9e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerotruncus",NA
"ebfeddd43cc8ace1348aadd90ecbddd1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerotruncus",NA
"18e57358199bbaeaf35bea03c9215eb9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerotruncus",NA
"fe44aa858358eb930ea99d7cc8e5613f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ethanoligenenaceae"," g__Acetanaerobacterium",NA
"6c7d83ae36be56469d73ba1425f4fdbc","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Candidatus_Soleaferrea",NA
"3157cb6ffa3c32b8008e8b87eba55916","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"24030a430f10d92a8d09aa5901091470","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ethanoligenenaceae"," g__Acetanaerobacterium",NA
"3362fd00f03d30b01ed4d6a0549440eb","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ethanoligenenaceae"," g__Acetanaerobacterium",NA
"eced25845c345a98a942f0d88eb050c6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"013c0ec866ed21603d755db6efb23f4a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"33bec0d9c423a4ff17a0b91b04db8e4e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"ee85b740afc8f3cd1bd248561f9572e1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ethanoligenenaceae"," g__Acetanaerobacterium",NA
"50c3fdb3799ee803ce8ef0929e5b08b1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__[Eubacterium]_coprostanoligenes_group"," g__Incertae_Sedis",NA
"f6af0c36ac432a6de78dbd6122e3f937","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Caproiciproducens",NA
"335d94a349af3e589aaace14a5141307","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"72a2d60e216dd651725ab6acae213c01","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"ee42258dbe13b89ea61e72b06c69454d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Caproiciproducens",NA
"c830476b7dd4d7e2dcb267acb4e48487","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"35846abd3d912560d37165b697e502e6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"39b2d30953eb463bdf0f0da5f2ebfa0c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"8e656ad84654b4ebade7fe3a59a7f564","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"364155e2226d5f077fc6917a6cb14f88","d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Enterobacterales"," f__Enterobacteriaceae"," g__Escherichia-Shigella",NA
"34c7cfe0dabb5524c305a4f11946150a","d__Bacteria"," p__Bacillota"," c__Clostridia",NA,NA,NA,NA
"ed3beb4beb76170e062b2266272f4bab","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Monoglobales"," f__Monoglobaceae"," g__Monoglobus",NA
"10c53bf0208bf9daab57e9ce6fc32894","d__Bacteria"," p__Bacillota"," c__Clostridia",NA,NA,NA,NA
"ac1c2dfa4b3bfce2d1c5022de02266a4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"37b59a112f8ec84e20284341ab07a48e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"abe310fa4c444b8f85b12a01b60c346c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"324df94913d039c3443e21a5e4096ce1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Family_XI"," g__Parvimonas",NA
"345565828f217ceaa5aa6d09818ff3ee","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae",NA,NA
"761a18f8676c734cad12069ce92637d6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"0865b15a70b4a445a2e10404e786e56e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Eubacteriales"," f__Anaerofustaceae"," g__Anaerofustis",NA
"9524314f89f15c08d3bdb60f4cc8049e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Eubacteriales"," f__Anaerofustaceae"," g__Anaerofustis",NA
"e174d720ff388a11cfdb310730da02d6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Eubacteriales"," f__Anaerofustaceae"," g__Anaerofustis",NA
"1e83f92cbf3c20723471fef1e68fa7a2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Eubacteriales"," f__Anaerofustaceae"," g__Anaerofustis",NA
"23d56db97f3a0cd238d38ea959380fcf","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Eubacteriales"," f__Anaerofustaceae"," g__Anaerofustis",NA
"c39d226192307517061d4e80b7202254","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"824235af008ab1f73984213b5e0d9631","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Eubacteriales"," f__Anaerofustaceae"," g__Anaerofustis",NA
"16b38f19e11c292111bc9bddaed32bb5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"5fc3d89b8a89333964183f567a15f5d9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"86fdc43062e13d0458a174de2fdbaa8e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Hydrogenoanaerobacterium",NA
"a1650e525f7bb3e68bfec140c890cf3f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Butyricicoccaceae"," g__Agathobaculum",NA
"374e5ebe34023c439fe69ad3d49e7e7d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__NK4A214_group",NA
"7a96c60e2771f8030e9c22c56ccd4cc8","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Christensenellaceae_R-7_group",NA
"8d5e6f6df7db0e0312e4bb9e2676c3ad","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"de24a824f913dbcb2fa9d279483df20d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae",NA,NA
"22b432622780a4765d4cca6b6ec14ae9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__UCG-005",NA
"d28cbf60c6383fcc58893c9dba0ce6af","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__UCG-005",NA
"724aa3db66893aed8010351e851f032b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__UCG-005",NA
"943534422f6b385e34876d55a4aaba8a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__UCG-005",NA
"28624a0da0a41d0bdfc96e4d8744b9d4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__UCG-005",NA
"c6e0d10c981d1bb111956edc5c8da521","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__[Eubacterium]_oxidoreducens_group",NA
"4144103f1b4ee4e67eb9663bc8a94d1b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__UCG-005",NA
"bd5dc36b2e1af633a73baeb348b7c04b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Incertae_Sedis",NA
"63147bee97d951be91e7f42d9dd2b911","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__[Eubacterium]_coprostanoligenes_group"," g__Incertae_Sedis",NA
"66ca6ab1546190077972f51a9b10afe6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__[Eubacterium]_coprostanoligenes_group"," g__Incertae_Sedis",NA
"f19a3b09efb611cfe81f31231316839e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"e5a09e9b739a85dd54aa291080dbb37f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"f873bdb9f913f73af0ef7455db2aa24a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"ec73f965f0d5d6c15cd8e56fcd0a55fb","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"4517bdd009f366580e3ea16dd9dce1a7","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__DTU089",NA
"a8cc8e922f3c7dbc0ccf107f01694102","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"f2be829c970e724d5abb385707f2192f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"ccb194bd1dc31a2b0e3b592e241df598","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"26b707035b5ad219c9b6d43e4273fc4a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"fbd1882d5055c77a88c20831b56943f3","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"c0c1d33d87ca26c191e5117444d78563","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"e31bd554699dc39d5fc590603c7d5d04","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"ab0c6cf5033f463818ffa71748dbd593","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"30fe0a26849c62ae5f1c7636016fa25a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"8cf87e22d453b90f1e57bccdcf7e48d4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"c8f1c5cc6d8f2876bcd55a65bccb10db","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"c2642f1abf09c2963e32f2700e723d7c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"a99d6cf12622f23677fb986101f563c4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"788914c58d3cb7e9deffff5d52679313","d__Bacteria",NA,NA,NA,NA,NA,NA
"d468909eb543356673dc92262acbe5e7","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"aabdd99ce983e55db17270941d2fedd8","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Caproiciproducens",NA
"c693da399c8473c13a028c306dc72395","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"f758313ac3dd5921e9c99e7f64dbeb2b","d__Bacteria"," p__Bacillota"," c__Clostridia",NA,NA,NA,NA
"598e694a26e636098f5cfb9d37b09218","d__Bacteria"," p__Bacillota"," c__Clostridia",NA,NA,NA,NA
"aad93138d9f624b098e6417f7d62428f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"1d4530457c4cbcfa72b0d8a42b711ffa","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"82ed40284bb808c20d6ccc4ecb5a45a6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"64b05628618c92920882d8bd42caad02","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"d1648e094837c0602fbf0a9c08d9c263","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"db0a41ebf3326cfaffa58a10e56526f2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"f9a212915e10cb0c0286d8bb084fa8ee","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"27ae0836fbcc65ffe7e2b5671ede9e66","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Acutalibacter",NA
"b3cf041c8fbd155e6a156aa49bdc9421","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiia"," o__Verrucomicrobiales"," f__Akkermansiaceae"," g__Akkermansia",NA
"fa27be0393f912a3d60ce0fcf7d9360f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"3d30aec230949efce847673698c5ef3c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Caproiciproducens",NA
"fcce8223eed883c218e3a56c4f8c4b94","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"484cb0f953ccaafa5a0308ae49649e41","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"28025092620ae574a27c970740aec973","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"15130239ad5e254a0565a3b4961dfa46","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__CAG-352",NA
